,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
387,House,above 5,5.0,3000 sq.ft.,,,,"
Available now ",,,    ,Attidiya
388,House,3,3.0,2269.15 sq.ft.,2.0,1.0,8.27 perches,"
Available now ",,,Rs. 35M     ,Pita Kotte
389,House,4,4.0,4500 sq.ft.,3.0,2.0,11.28 perches,"
Available now ",,,Rs. 149.5M     ,Colombo 6
390,House,above 5,,40000 sq.ft.,,,80 perches,"
Available now ",,,"Rs. 1,660M     ",Colombo 7
391,House,5,3.0,2500 sq.ft.,2.0,,7.5 perches,"
Available now ",,,Rs. 65M     ,Colombo 5
392,House,4,6.0,5500 sq.ft.,2.0,2.0,12 perches,"
Available now ",,,Rs. 320M     ,Colombo 7
393,House,5,4.0,3500 sq.ft.,,,,"
Available now ",,,Rs. 159.2M     ,Colombo 3
394,House,above 5,,11715 sq.ft.,,,22.53 perches,"
Available now ",,,Rs. 850M     ,Colombo 7
395,House,4,3.0,7200 sq.ft.,,,182 perches,"
Available now ",,,Rs. 80M     ,Padukka
396,House,3,2.0,1190 sq.ft.,,,10.5 perches,"
Available now ",,,Rs. 16.5M     ,Malabe
397,House,4,1.0,1390 sq.ft.,,,17 perches,"
Available now ",,,Rs. 22M     ,Pannipitiya
398,House,1,1.0,750 sq.ft.,1.0,1.0,1.5 perches,"
Available now ",100m,1km,Rs. 4.5M ONO   ,Colombo 12
399,House,4,3.0,2000 sq.ft.,,,14.5 perches,"
Available now ",,,Rs. 34M     ,Moratuwa
400,House,4,2.0,2500 sq.ft.,,,10.9 perches,"
Available now ",,,Rs. 35M     ,Pita Kotte
401,House,4,3.0,2300 sq.ft.,,,8 perches,"
Available now ",,,Rs. 40M     ,Kadana
402,House,4,2.0,2700 sq.ft.,,,18.75 perches,"
Available now ",,,Rs. 56.25M     ,Nugegoda
403,House,3,2.0,1500 sq.ft.,,,6 perches,"
Available now ",,,Rs. 30M     ,Nugegoda
404,House,5,7.0,4600 sq.ft.,4.0,3.0,8.5 perches,"
Available now ",150m,1km,Rs. 180M approx   ,Colombo 5
405,House,4,3.0,3000 sq.ft.,,2.0,15 perches,"
Sold ",,,Rs. 67M     ,Thalapathpitiya
406,House,2,1.0,,,2.0,,"
For Urgent Sale ",600m,,Rs. 4M approx   ,Ruwanwella
407,House,3,2.0,2000 sq.ft.,,,8.42 perches,"
Available now ",,,Rs. 25M     ,Pannipitiya
408,House,4,2.0,3500 sq.ft.,,,8.8 perches,"
Available now ",,,Rs. 45M     ,Pelawatte
409,House,4,4.0,5825 sq.ft.,,,15.5 perches,"
Available now ",,,Rs. 165M     ,Colombo 8
410,House,4,4.0,2500 sq.ft.,,,25 perches,"
Available now ",,,Rs. 33.8M     ,Ragama
411,House,5,2.0,3000 sq.ft.,,,10 perches,"
Available now ",,,Rs. 19.5M     ,Kottawa
412,House,above 5,5.0,5000 sq.ft.,3.0,3.0,,"
Available now ",,,Rs. 42.5M     ,Nugegoda
413,House,5,4.0,3750 sq.ft.,3.0,2.0,7 perches,"
Available now ",,,Rs. 35M ONO   ,Malabe
414,House,4,4.0,3000 sq.ft.,2.0,6.0,15 perches,"
Available now ",,,Rs. 52.5M ONO   ,Thalawathugoda
415,House,4,6.0,3900 sq.ft.,3.0,2.0,,"
Available now ",,,Rs. 38M     ,Kalubowila
416,House,4,2.0,3500 sq.ft.,,,8.8 perches,"
Available now ",,,Rs. 45M     ,Pelawatte
417,House,5,5.0,4600 sq.ft.,,,8.5 perches,"
Available now ",,,Rs. 180M     ,Colombo 5
418,House,4,3.0,3200 sq.ft.,,,11.8 perches,"
Available now ",,,Rs. 58M     ,Pita Kotte
419,House,5,3.0,2600 sq.ft.,3.0,1.0,6.5 perches,"
Available now ",,,Rs. 30M     ,Mount Lavinia
420,House,5,5.0,2500 sq.ft.,3.0,3.0,6 perches,"
Available now ",,,Rs. 22.5M ONO   ,Battaramulla
421,House,4,5.0,4500 sq.ft.,3.0,2.0,14.5 perches,"
Available now ",,,Rs. 36M ONO   ,Kottawa
422,House,5,4.0,6000 sq.ft.,3.0,,16 perches,"
Available now ",,,Rs. 41M ONO   ,Kottawa
423,House,3,2.0,1880 sq.ft.,1.0,2.0,6 perches,"
Available now ",,,Rs. 12M     ,Kadawatha
424,House,5,5.0,6000 sq.ft.,4.0,4.0,16 perches,"
Available now ",,,Rs. 120M ONO   ,Thalawathugoda
425,House,5,4.0,3800 sq.ft.,2.0,4.0,,"
Available now ",,,Rs. 47.5M ONO   ,Thalawathugoda
426,House,4,3.0,3509 sq.ft.,,,30 perches,"
Available now ",,,Rs. 122M     ,Dehiwala
427,House,4,2.0,3600 sq.ft.,2.0,2.0,13.5 perches,"
Price Reduced! ",,2km,Rs. 45M ONO   ,Mount Lavinia
428,House,5,4.0,5500 sq.ft.,2.0,4.0,12.5 perches,"
Price Reduced! ",0.05km,1km,Rs. 65M     ,Moratuwa
429,House,3,3.0,2940 sq.ft.,2.0,3.0,9.5 perches,"
Available now ",0.2km,2km,Rs. 55M ONO   ,Nugegoda
430,House,5,5.0,7450 sq.ft.,2.0,4.0,27.5 perches,"
Available now ",0.2km,16.5km,Rs. 81M     ,Matale
431,House,above 5,6.0,14000 sq.ft.,3.0,5.0,24 perches,"
Available now ",,8km,Rs. 190M ONO   ,Pelawatte
432,House,above 5,4.0,2700 sq.ft.,2.0,2.0,8.5 perches,"
Available now ",50m,2km,Rs. 150M ONO   ,Colombo 8
433,House,5,4.0,4000 sq.ft.,2.0,3.0,11.2 perches,"
Available now ",,3km,Rs. 65M ONO   ,Dehiwala
434,House,5,5.0,4000 sq.ft.,2.0,3.0,50 perches,"
Available now ",0.2km,8.8km,Rs. 300M ONO   ,Moratuwa
435,House,4,4.0,4500 sq.ft.,2.0,2.0,26 perches,"
Available now ",0.2km,8km,Rs. 70M ONO   ,Boralesgamuwa
436,House,5,2.0,3850 sq.ft.,1.0,2.0,10 perches,"
Available now ",,2km,Rs. 70M ONO   ,Mount Lavinia
437,House,1,1.0,,2.0,3.0,10 perches,"
Available now ",0.2km,8km,Rs. 14.5M ONO   ,Pannipitiya
438,House,4,4.0,11000 sq.ft.,3.0,2.0,19 perches,"
Available now ",,8km,Rs. 115M ONO   ,Pelawatte
439,House,4,3.0,2000 sq.ft.,2.0,2.0,17 perches,"
Available now ",0.2km,8km,Rs. 40M ONO   ,Katubedda
440,House,4,4.0,2270 sq.ft.,2.0,2.0,8 perches,"
Available now ",0.2km,2km,Rs. 35M ONO   ,Mount Lavinia
441,House,3,1.0,1350 sq.ft.,1.0,2.0,10 perches,"
Price Reduced! ",,11km,Rs. 17.5M ONO   ,Malabe
442,House,4,2.0,3000 sq.ft.,1.0,2.0,40 perches,"
Available now ",0.3km,11km,Rs. 45M ONO   ,Wadduwa
443,House,4,2.0,2500 sq.ft.,2.0,2.0,11.25 perches,"
Available now ",,11km,Rs. 25M ONO   ,Athurugiriya
444,House,5,5.0,6500 sq.ft.,2.0,2.0,23.7 perches,"
Price Reduced! ",,7km,Rs. 110M ONO   ,Battaramulla
445,House,above 5,7.0,10000 sq.ft.,3.0,4.0,20.5 perches,"
Available now ",,7km,Rs. 185M ONO   ,Pannipitiya
446,House,4,3.0,3000 sq.ft.,2.0,3.0,10 perches,"
Available now ",,2km,Rs. 42M ONO   ,Boralesgamuwa
447,House,3,3.0,1700 sq.ft.,1.0,2.0,10 perches,"
Available now ",,7km,Rs. 19M ONO   ,Hokandara
448,House,4,3.0,2410 sq.ft.,2.0,2.0,10 perches,"
Available now ",0.2km,8km,Rs. 38M ONO   ,Boralesgamuwa
449,House,above 5,7.0,4200 sq.ft.,2.0,1.0,6.5 perches,"
Available now ",0.1km,2km,Rs. 42.5M ONO   ,Mount Lavinia
450,House,above 5,4.0,4500 sq.ft.,3.0,4.0,9 perches,"
Available now ",150m,2km,Rs. 100M ONO   ,Colombo 5
451,House,above 5,6.0,,3.0,2.0,7.5 perches,"
Available now ",0.1km,1km,Rs. 70M     ,Colombo 9
452,House,3,3.0,2600 sq.ft.,3.0,2.0,6.2 perches,"
Available now ",0.2km,8km,Rs. 36M ONO   ,Wattala
453,House,4,2.0,1600 sq.ft.,2.0,1.0,5 perches,"
Available now ",0.2km,7km,Rs. 22M approx   ,Boralesgamuwa
454,House,4,4.0,5800 sq.ft.,3.0,3.0,15.5 perches,"
Available now ",0.1km,2km,Rs. 165M ONO   ,Colombo 8
455,House,5,3.0,5000 sq.ft.,1.0,2.0,60 perches,"
Available now ",0.2km,11km,Rs. 95M ONO   ,Hokandara
456,House,3,3.0,1450 sq.ft.,1.0,1.0,10 perches,"
Available now ",0.1km,8km,Rs. 14M ONO   ,Homagama
457,House,5,5.0,2200 sq.ft.,1.0,3.0,24 perches,"
Available now ",0.2km,2km,Rs. 34M ONO   ,Negombo
458,House,above 5,3.0,3000 sq.ft.,2.0,3.0,34 perches,"
Available now ",,8km,Rs. 27M ONO   ,Homagama
459,House,above 5,4.0,3500 sq.ft.,3.0,6.0,13.15 perches,"
Available now ",0.1km,2km,Rs. 69.5M ONO   ,Nugegoda
460,House,above 5,5.0,7100 sq.ft.,3.0,6.0,27 perches,"
Available now ",0.2km,4km,Rs. 170M     ,Pepiliyana
461,House,3,2.0,3000 sq.ft.,2.0,3.0,30 perches,"
Available now ",,2km,Rs. 495M ONO   ,Colombo 3
462,House,5,4.0,3000 sq.ft.,3.0,2.0,6 perches,"
Available now ",150m,300m,Rs. 29.5M ONO   ,Homagama
463,House,4,3.0,2500 sq.ft.,2.0,2.0,6.7 perches,"
Available now ",,,Rs. 42M ONO   ,Dehiwala
464,House,4,3.0,,2.0,6.0,14 perches,"
Available now ",0.1km,3km,Rs. 50M ONO   ,Dehiwala
465,House,5,5.0,3950 sq.ft.,2.0,5.0,12 perches,"
Available now ",,4km,Rs. 50M ONO   ,Kotikawatta
466,House,above 5,5.0,5100 sq.ft.,2.0,2.0,17 perches,"
Available now ",0.2km,8km,Rs. 84M ONO   ,Moratuwa
467,House,2,1.0,1500 sq.ft.,1.0,2.0,9.33 perches,"
Available now ",,10km,Rs. 17M ONO   ,Wattala
468,House,above 5,7.0,4000 sq.ft.,4.0,5.0,,"
Available now ",,2km,Rs. 40M approx   ,Dehiwala
469,House,4,4.0,,1.0,4.0,26 perches,"
Available now ",,2km,Rs. 130M ONO   ,Mount Lavinia
470,House,above 5,4.0,12000 sq.ft.,3.0,3.0,9 perches,"
Available now ",,1km,Rs. 100M ONO   ,Rajagiriya
471,House,4,3.0,2300 sq.ft.,3.0,2.0,8 perches,"
Available now ",0.1km,3.4km,Rs. 40M ONO   ,Wattala
472,House,5,5.0,3955 sq.ft.,2.0,2.0,12.5 perches,"
Available now ",0.3km,2km,Rs. 90M ONO   ,Kandy
473,House,4,4.0,3000 sq.ft.,2.0,5.0,18.8 perches,"
Available now ",0.3km,7.5km,Rs. 34M ONO   ,Ragama
474,House,4,2.0,3200 sq.ft.,2.0,3.0,12 perches,"
Available now ",0.2km,11km,Rs. 34.5M ONO   ,Thalawathugoda
475,House,2,1.0,1450 sq.ft.,1.0,2.0,,"
Available now ",0.2km,2km,Rs. 24M ONO   ,Moratuwa
476,House,5,5.0,3000 sq.ft.,2.0,4.0,16 perches,"
Available now ",0.1km,2.5km,Rs. 85M ONO   ,Pelawatte
477,House,3,2.0,,1.0,3.0,26.6 perches,"
Available now ",0.2km,2km,Rs. 17.5M ONO   ,Galle
478,House,3,2.0,900 sq.ft.,1.0,2.0,6 perches,"
Available now ",0.3km,11km,Rs. 12M ONO   ,Athurugiriya
479,House,5,5.0,7000 sq.ft.,3.0,4.0,33 perches,"
Available now ",0.2km,3.3km,Rs. 300M ONO   ,Pita Kotte
480,House,3,2.0,2800 sq.ft.,2.0,1.0,7.5 perches,"
Available now ",,11km,Rs. 33M ONO   ,Boralesgamuwa
481,House,5,3.0,3000 sq.ft.,2.0,3.0,22 perches,"
Available now ",0.2km,5km,Rs. 20M ONO   ,Kadawatha
482,House,5,3.0,2500 sq.ft.,2.0,2.0,13.5 perches,"
Available now ",0.2km,10.1km,Rs. 21M ONO   ,Nugawela
483,House,5,6.0,5400 sq.ft.,2.0,4.0,20 perches,"
Available now ",0.2km,2.6km,Rs. 66M ONO   ,Negombo
484,House,4,4.0,,2.0,2.0,10 perches,"
Available now ",,10km,Rs. 32M ONO   ,Wattala
485,House,above 5,8.0,5500 sq.ft.,3.0,4.0,12.5 perches,"
Available now ",0.2km,3km,Rs. 65M ONO   ,Moratuwa
486,House,4,3.0,3200 sq.ft.,2.0,3.0,30 perches,"
Available now ",0.2km,2.6km,Rs. 40M ONO   ,Kesbewa
487,House,5,4.0,,3.0,4.0,10 perches,"
Available now ",0.2km,11km,Rs. 57M ONO   ,Malabe
488,House,4,3.0,11435 sq.ft.,1.0,3.0,42 perches,"
Available now ",,4km,Rs. 25M ONO   ,Kadawatha
489,House,3,2.0,2800 sq.ft.,2.0,2.0,7.5 perches,"
Available now ",0.2km,6km,Rs. 33M ONO   ,Boralesgamuwa
490,House,3,3.0,8200 sq.ft.,1.0,4.0,105 perches,"
Available now ",,11km,Rs. 95M ONO   ,Kandana
491,House,above 5,6.0,5400 sq.ft.,2.0,4.0,9.51 perches,"
Available now ",0.1km,2km,Rs. 99.86M ONO   ,Colombo 6
492,House,4,3.0,2700 sq.ft.,2.0,3.0,125 perches,"
Available now ",0.2km,4km,Rs. 60M ONO   ,Battaramulla
493,House,4,4.0,2094 sq.ft.,,3.0,19.9 perches,"
Available now ",0.3km,13km,Rs. 34M ONO   ,Kottawa
494,House,5,3.0,2400 sq.ft.,2.0,2.0,5.2 perches,"
Available now ",,1km,Rs. 80M ONO   ,Colombo 7
495,House,above 5,4.0,,,3.0,11 perches,"
Available now ",0.2km,7km,Rs. 25M ONO   ,Kotikawatta
496,House,3,2.0,3000 sq.ft.,2.0,2.0,9 perches,"
Available now ",,11km,Rs. 33M ONO   ,Malabe
497,House,5,5.0,4400 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 29M ONO   ,Kandana
498,House,3,2.0,2924 sq.ft.,3.0,5.0,13.5 perches,"
Available now ",250m,4km,Rs. 39.5M ONO   ,Wattala
499,House,4,3.0,3100 sq.ft.,3.0,2.0,6.75 perches,"
Price Reduced! ",150m,5km,Rs. 39M ONO   ,Battaramulla
500,House,5,5.0,4150 sq.ft.,2.0,5.0,16.75 perches,"
Available now ",,3km,Rs. 125M ONO   ,Pita Kotte
501,House,4,3.0,,2.0,3.0,7 perches,"
Available now ",,11km,Rs. 24M ONO   ,Malabe
502,House,4,3.0,2500 sq.ft.,2.0,6.0,24.7 perches,"
Available now ",100m,1km,Rs. 125M ONO   ,Nawala
503,House,5,4.0,2700 sq.ft.,2.0,3.0,8.3 perches,"
Available now ",150m,3km,Rs. 52M ONO   ,Kalubowila
504,House,above 5,6.0,7000 sq.ft.,2.0,3.0,16 perches,"
Available now ",150m,2km,Rs. 75M ONO   ,Dehiwala
505,House,4,3.0,,2.0,1.0,10 perches,"
Available now ",1km,11km,Rs. 18M ONO   ,Malabe
506,House,above 5,4.0,4000 sq.ft.,2.0,3.0,20 perches,"
Available now ",,3km,Rs. 58M ONO   ,Koswatta
507,House,3,2.0,1600 sq.ft.,1.0,2.0,6 perches,"
Price Reduced! ",1km,2km,Rs. 30M     ,Rajagiriya
508,House,5,2.0,2500 sq.ft.,2.0,4.0,14 perches,"
Available now ",,,Rs. 85M     ,Mirihana
509,House,4,3.0,2500 sq.ft.,2.0,2.0,7.63 perches,"
Available now ",1km,1km,Rs. 26.5M     ,Thalahena
510,House,4,3.0,2675 sq.ft.,2.0,2.0,10.12 perches,"
Available now ",,,Rs. 49.5M ONO   ,Malabe
511,House,4,3.0,2500 sq.ft.,2.0,2.0,7 perches,"
Available now ",,,Rs. 21M     ,Malabe
512,House,5,7.0,2500 sq.ft.,2.0,2.0,17.5 perches,"
Available now ",,,Rs. 70M ONO   ,Pannipitiya
513,House,5,4.0,3600 sq.ft.,3.0,3.0,10 perches,"
Available now ",,,Rs. 28M ONO   ,Homagama
514,House,4,3.0,1613 sq.ft.,2.0,1.0,10 perches,"
Available now ",500m,700m,Rs. 19.2M     ,Kalutara
515,House,4,3.0,2200 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 31M ONO   ,Battaramulla
516,House,5,3.0,4500 sq.ft.,,2.0,,"
 ",,,Rs. 120M    ,Colombo 5
517,House,4,3.0,,,,,"
Available now ",,,Rs. 20M     ,Homagama
518,House,4,4.0,5800 sq.ft.,,5.0,17 perches,"
Available now ",,,Rs. 70M     ,Kolonnawa
519,House,4,4.0,25000 sq.ft.,2.0,2.0,8.8 perches,"
Available now ",,,Rs. 28.5M ONO   ,Malabe
520,House,3,3.0,2100 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 25M ONO   ,Malabe
521,House,above 5,4.0,4000 sq.ft.,2.0,4.0,30 perches,"
Available now ",,,Rs. 200M ONO   ,Colombo 6
522,House,3,2.0,3500 sq.ft.,,,120.02 perches,"
Available now ",,,Rs. 28M     ,Kadawatha
523,House,5,3.0,2000 sq.ft.,,,17.5 perches,"
Available now ",,,Rs. 80M     ,Pita Kotte
524,House,4,2.0,3000 sq.ft.,,,6.7 perches,"
Available now ",,,Rs. 33M     ,Maharagama
525,House,3,2.0,2000 sq.ft.,,,9.2 perches,"
Available now ",,,Rs. 60M     ,Nawala
526,House,4,2.0,2800 sq.ft.,,,11 perches,"
Available now ",,,Rs. 70M     ,Nugegoda
527,House,5,4.0,5500 sq.ft.,,,15.06 perches,"
Available now ",,,Rs. 120M     ,Colombo 5
528,House,4,4.0,3800 sq.ft.,,,21 perches,"
Available now ",,,Rs. 60M     ,Battaramulla
529,House,4,3.0,3870 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Boralesgamuwa
530,House,4,4.0,3600 sq.ft.,,,15.2 perches,"
Available now ",,,Rs. 39M     ,Wattala
531,House,3,3.0,2000 sq.ft.,,,13.55 perches,"
Available now ",,,Rs. 26.5M     ,Ja Ela
532,House,1,1.0,,1.0,6.0,95 perches,"
For Urgent Sale ",300m,6km,Rs. 50M ONO   ,Devinuwara
533,House,4,4.0,3300 sq.ft.,2.0,2.0,7 perches,"
Available now ",,,Rs. 44M ONO   ,Thalawathugoda
534,House,5,4.0,3200 sq.ft.,2.0,6.0,17.8 perches,"
Available now ",,,Rs. 55M ONO   ,Thalawathugoda
535,House,4,3.0,3800 sq.ft.,2.0,2.0,11.75 perches,"
Sold ",,,Rs. 37M ONO   ,Thalawathugoda
536,House,3,2.0,1300 sq.ft.,,,,"
Available now ",,,Rs. 36.5M     ,Colombo 4
537,House,above 5,5.0,7300 sq.ft.,3.0,5.0,20 perches,"
Available now ",,,Rs. 80M ONO   ,Kalutara
538,House,5,6.0,2500 sq.ft.,2.0,2.0,17.5 perches,"
Available now ",,,Rs. 70M ONO   ,Pannipitiya
539,House,5,4.0,3450 sq.ft.,3.0,2.0,7 perches,"
Available now ",,,Rs. 35M ONO   ,Malabe
540,House,3,3.0,2400 sq.ft.,2.0,3.0,7.5 perches,"
Available now ",,,Rs. 38M ONO   ,Boralesgamuwa
541,House,3,2.0,2800 sq.ft.,2.0,2.0,7.5 perches,"
Available now ",,,Rs. 33M ONO   ,Boralesgamuwa
542,House,4,1.0,1500 sq.ft.,1.0,4.0,19 perches,"
Available now ",300km,600m,Rs. 11.8M ONO   ,Meegoda
543,House,4,3.0,3300 sq.ft.,2.0,2.0,9 perches,"
Sold ",500m,,Rs. 23.5M ONO   ,Malabe
544,House,3,3.0,1047.4 sq.ft.,1.0,1.0,,"
For Urgent Sale ",1km,,Rs. 14M ONO   ,Ja Ela
545,House,4,2.0,3050 sq.ft.,2.0,1.0,8 perches,"
Available now ",250m,05km,"Rs. 900,000     ",Battaramulla
546,House,3,1.0,,1.0,4.0,20 perches,"
Available now ",850m,,Rs. 30M     ,Malabe
547,House,3,3.0,2500 sq.ft.,,,9 perches,"
Available now ",,,Rs. 30M     ,Rajagiriya
548,House,4,3.0,2750 sq.ft.,2.0,1.0,8 perches,"
Available now ",,,Rs. 70M     ,Colombo 5
549,House,4,2.0,,2.0,2.0,16 perches,"
Available now ",,,Rs. 25M     ,Kalutara
550,House,above 5,5.0,5000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 32.5M ONO   ,Kurunegala
551,House,5,5.0,2500 sq.ft.,3.0,3.0,6 perches,"
Available now ",,,Rs. 22.5M ONO   ,Battaramulla
552,House,5,3.0,3200 sq.ft.,3.0,2.0,6 perches,"
Available now ",,,Rs. 48M ONO   ,Rajagiriya
553,House,3,2.0,1200 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 17M ONO   ,Kadawatha
554,House,4,3.0,6400 sq.ft.,,,20 perches,"
Available now ",,,Rs. 230M     ,Colombo 7
555,House,4,1.0,1600 sq.ft.,,2.0,15 perches,"
Available now ",2km,2km,Rs. 14M     ,Alubomulla
556,House,5,,,,,215 perches,"
Available now ",,,    ,Padukka
557,House,4,4.0,3200 sq.ft.,2.0,3.0,10.5 perches,"
Available now ",,,Rs. 48.5M     ,Pelawatte
558,House,4,3.0,2600 sq.ft.,2.0,2.0,8 perches,"
Available now ",200m,,Rs. 22.5M     ,Malabe
559,House,4,4.0,3000 sq.ft.,2.0,4.0,10 perches,"
Available now ",100km,,Rs. 26.5M     ,Piliyandala
560,House,4,3.0,,,2.0,10 perches,"
Available now ",,,Rs. 65M     ,Kalubowila
561,House,4,4.0,3400 sq.ft.,,3.0,12.45 perches,"
Available now ",,,Rs. 68M     ,Pelawatte
562,House,4,3.0,3500 sq.ft.,,,13 perches,"
Available now ",,,Rs. 35M     ,Thalawathugoda
563,House,5,5.0,4300 sq.ft.,2.0,2.0,,"
Available now ",,,Rs. 55M ONO   ,Malabe
564,House,5,4.0,3350 sq.ft.,,,13.5 perches,"
Available now ",,,Rs. 96M     ,Battaramulla
565,House,4,4.0,4000 sq.ft.,,,11.9 perches,"
Available now ",,,Rs. 170M     ,Colombo 3
566,House,2,2.0,986 sq.ft.,,,,"
Available now ",,,Rs. 70M     ,Colombo 2
567,House,4,2.0,2400 sq.ft.,,,80 perches,"
Available now ",,,Rs. 8.75M     ,Rambukkana
568,House,4,,,,2.0,11 perches,"
Available now ",,,Rs. 65M     ,Nugegoda
569,House,5,5.0,,2.0,2.0,10 perches,"
Available now ",,,Rs. 55M     ,Ethul Kotte
570,House,4,3.0,6400 sq.ft.,,,20 perches,"
Available now ",,,Rs. 290M     ,Colombo 7
571,House,5,4.0,2679 sq.ft.,,,20 perches,"
Available now ",,,Rs. 24.5M     ,Kandy
572,House,3,2.0,2300 sq.ft.,,,27.5 perches,"
Available now ",,,Rs. 20M     ,Gampaha
573,House,5,5.0,4000 sq.ft.,3.0,4.0,13.3 perches,"
Available now ",,,Rs. 170M     ,Kandy
574,House,above 5,3.0,3000 sq.ft.,2.0,2.0,16 perches,"
Available now ",,,Rs. 32M ONO   ,Homagama
575,House,3,2.0,2200 sq.ft.,2.0,2.0,7 perches,"
Available now ",,,Rs. 26.5M ONO   ,Angoda
576,House,4,3.0,2800 sq.ft.,2.0,4.0,8 perches,"
Available now ",,,Rs. 36.5M ONO   ,Wattala
577,House,4,4.0,5500 sq.ft.,2.0,3.0,12 perches,"
Available now ",,,Rs. 85M ONO   ,Battaramulla
578,House,4,3.0,2400 sq.ft.,2.0,3.0,10.5 perches,"
Available now ",,,Rs. 35M ONO   ,Malabe
579,House,4,3.0,2800 sq.ft.,2.0,4.0,12 perches,"
Available now ",,,Rs. 25M ONO   ,Malabe
580,House,above 5,5.0,3000 sq.ft.,,2.0,8 perches,"
Available now ",,,Rs. 145M     ,Colombo 3
581,House,3,1.0,1635 sq.ft.,,,9.8 perches,"
Available now ",,,Rs. 22M     ,Pannipitiya
582,House,3,1.0,2500 sq.ft.,,,21 perches,"
Available now ",,,Rs. 49M     ,Thalawathugoda
583,House,4,3.0,,,,21.5 perches,"
Available now ",,,Rs. 100M     ,Nugegoda
584,House,5,3.0,5000 sq.ft.,,,33 perches,"
Available now ",,,Rs. 27M     ,Homagama
585,House,2,2.0,3700 sq.ft.,,,18 perches,"
Available now ",,,Rs. 115M     ,Colombo 8
586,House,5,2.0,4250 sq.ft.,3.0,,14 perches,"
Available now ",,,Rs. 39M     ,Battaramulla
587,House,4,3.0,3000 sq.ft.,2.0,2.0,9.45 perches,"
Available now ",,,Rs. 28M ONO   ,Boralesgamuwa
588,House,5,5.0,5500 sq.ft.,3.0,4.0,10.5 perches,"
Available now ",,,Rs. 65M ONO   ,Boralesgamuwa
589,House,4,3.0,2500 sq.ft.,2.0,2.0,8 perches,"
Available now ",,,Rs. 21M ONO   ,Pannipitiya
590,House,above 5,5.0,4800 sq.ft.,2.0,3.0,12.1 perches,"
Available now ",,,Rs. 65M ONO   ,Malabe
591,House,4,4.0,2400 sq.ft.,2.0,3.0,7 perches,"
Available now ",,,Rs. 19.8M ONO   ,Piliyandala
592,House,above 5,,12000 sq.ft.,,,32 perches,"
Available now ",,,Rs. 150M     ,Nugegoda
593,House,4,3.0,2800 sq.ft.,,,6 perches,"
Available now ",,,Rs. 30M     ,Thalawathugoda
594,House,2,1.0,225 sq.ft.,1.0,,9.5 perches,"
Available now ",,,Rs. 5M     ,Kaduwela
595,House,3,1.0,1190 sq.ft.,,,10.5 perches,"
Available now ",,,Rs. 16.5M     ,Malabe
596,House,4,3.0,3000 sq.ft.,,,50 perches,"
Available now ",,,Rs. 110M     ,Thalawathugoda
597,House,5,3.0,,,,6 perches,"
Available now ",,,Rs. 60M     ,Colombo 5
598,House,3,3.0,2200 sq.ft.,,,11.28 perches,"
Available now ",,,Rs. 165M     ,Colombo 5
599,House,above 5,9.0,12000 sq.ft.,3.0,6.0,24 perches,"
Available now ",,,Rs. 180M     ,Battaramulla
600,House,4,4.0,3550 sq.ft.,2.0,4.0,23.4 perches,"
Available now ",500m,1km,Rs. 195M     ,Colombo 8
601,House,3,2.0,2400 sq.ft.,2.0,2.0,4.5 perches,"
Available now ",,,Rs. 16.5M ONO   ,Battaramulla
602,House,5,4.0,4000 sq.ft.,2.0,4.0,25 perches,"
Available now ",,,Rs. 55M ONO   ,Moratuwa
603,House,4,3.0,3500 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 69M ONO   ,Nawala
604,House,4,4.0,6000 sq.ft.,2.0,6.0,82 perches,"
Available now ",,,Rs. 160M ONO   ,Kiribathgoda
605,House,3,5.0,11000 sq.ft.,3.0,3.0,19 perches,"
Available now ",,,Rs. 115M ONO   ,Battaramulla
606,House,above 5,4.0,3500 sq.ft.,3.0,4.0,13.5 perches,"
For Urgent Sale ",0150m,,Rs. 45M ONO   ,Thalawathugoda
607,House,3,2.0,1700 sq.ft.,2.0,2.0,7 perches,"
Available now ",,,Rs. 14M ONO   ,Homagama
608,House,4,3.0,2400 sq.ft.,2.0,2.0,7.6 perches,"
Available now ",,,Rs. 38M ONO   ,Boralesgamuwa
609,House,3,2.0,,,2.0,10.5 perches,"
Available now ",,,Rs. 16.5M     ,Malabe
610,House,4,3.0,2150 sq.ft.,2.0,2.0,10 perches,"
Sold ",1km,,Rs. 26.8M ONO   ,Malabe
611,House,5,3.0,4500 sq.ft.,2.0,2.0,13.5 perches,"
Available now ",,,Rs. 80M     ,Mount Lavinia
612,House,4,4.0,5000 sq.ft.,2.0,4.0,20 perches,"
Available now ",500m,,Rs. 140M     ,Nawala
613,House,4,2.0,2400 sq.ft.,1.0,3.0,25 perches,"
Available now ",100m,,Rs. 50M     ,Matale
